# DESCRIPTION:
# Reference: Barker, S., Knorr, G., Edwards, R. L., Parrenin, F., Putnam, A. E., Skinner, L. C., ... & Ziegler, M. (2011). 800,000 years of abrupt climate variability. science, 334(6054), 347-351, https://doi.org/10.1126/science.1203580
# Data from: https://doi.org/10.1126/science.1203580. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

EDC3 Age [kyr],GLT_syn δ18O [‰]
612.85,-35.44
612.9,-35.51
612.95,-35.58
613,-35.67
613.05,-35.75
613.1,-35.83
613.15,-35.89
613.2,-35.94
613.25,-35.97
613.3,-35.99
613.35,-35.99
613.4,-35.97
613.45,-35.94
613.5,-35.89
613.55,-35.83
613.6,-35.76
613.65,-35.7
613.7,-35.64
613.75,-35.58
613.8,-35.54
613.85,-35.52
613.9,-35.51
613.95,-35.52
614,-35.53
614.05,-35.57
614.1,-35.62
614.15,-35.67
614.2,-35.73
614.25,-35.78
614.3,-35.83
614.35,-35.87
614.4,-35.89
614.45,-35.9
614.5,-35.9
614.55,-35.88
614.6,-35.85
614.65,-35.8
614.7,-35.75
614.75,-35.68
614.8,-35.61
614.85,-35.55
614.9,-35.5
614.95,-35.47
615,-35.44
615.05,-35.44
615.1,-35.44
615.15,-35.46
615.2,-35.5
615.25,-35.55
615.3,-35.61
615.35,-35.69
615.4,-35.78
615.45,-35.86
615.5,-35.95
615.55,-36.02
615.6,-36.08
615.65,-36.14
615.7,-36.18
615.75,-36.22
615.8,-36.25
615.85,-36.27
615.9,-36.28
615.95,-36.28
616,-36.28
616.05,-36.27
616.1,-36.27
616.15,-36.26
616.2,-36.27
616.25,-36.28
616.3,-36.29
616.35,-36.31
616.4,-36.33
616.45,-36.36
616.5,-36.39
616.55,-36.43
616.6,-36.47
616.65,-36.51
616.7,-36.55
616.75,-36.58
616.8,-36.61
616.85,-36.63
616.9,-36.64
616.95,-36.66
617,-36.66
617.05,-36.66
617.1,-36.66
617.15,-36.66
617.2,-36.64
617.25,-36.62
617.3,-36.58
617.35,-36.54
617.4,-36.48
617.45,-36.43
617.5,-36.36
617.55,-36.29
617.6,-36.21
617.65,-36.12
617.7,-36.03
617.75,-35.93
617.8,-35.82
617.85,-35.7
617.9,-35.59
617.95,-35.49
618,-35.41
618.05,-35.36
618.1,-35.32
618.15,-35.3
618.2,-35.29
618.25,-35.31
618.3,-35.35
618.35,-35.41
618.4,-35.48
618.45,-35.58
618.5,-35.69
618.55,-35.82
618.6,-35.96
618.65,-36.09
618.7,-36.2
618.75,-36.29
618.8,-36.37
618.85,-36.44
618.9,-36.5
618.95,-36.53
619,-36.56
619.05,-36.57
619.1,-36.56
619.15,-36.54
619.2,-36.51
619.25,-36.46
619.3,-36.4
619.35,-36.35
619.4,-36.29
619.45,-36.23
619.5,-36.17
619.55,-36.1
619.6,-36.04
619.65,-35.98
619.7,-35.91
619.75,-35.85
619.8,-35.78
619.85,-35.71
619.9,-35.65
619.95,-35.58
620,-35.52
620.05,-35.47
620.1,-35.43
620.15,-35.4
620.2,-35.38
620.25,-35.37
620.3,-35.37
620.35,-35.38
620.4,-35.39
620.45,-35.42
620.5,-35.45
620.55,-35.5
620.6,-35.56
620.65,-35.62
620.7,-35.69
620.75,-35.76
620.8,-35.83
620.85,-35.91
620.9,-35.99
620.95,-36.07
621,-36.16
621.05,-36.24
621.1,-36.33
621.15,-36.42
621.2,-36.52
621.25,-36.62
621.3,-36.72
621.35,-36.81
621.4,-36.88
621.45,-36.95
621.5,-37
621.55,-37.03
621.6,-37.05
621.65,-37.06
621.7,-37.06
621.75,-37.04
621.8,-37
621.85,-36.96
621.9,-36.89
621.95,-36.82
622,-36.73
622.05,-36.64
622.1,-36.57
622.15,-36.5
622.2,-36.45
622.25,-36.41
622.3,-36.38
622.35,-36.36
622.4,-36.35
622.45,-36.35
622.5,-36.37
622.55,-36.39
622.6,-36.43
622.65,-36.48
622.7,-36.54
622.75,-36.6
622.8,-36.65
622.85,-36.7
622.9,-36.73
622.95,-36.76
623,-36.78
623.05,-36.79
623.1,-36.79
623.15,-36.78
623.2,-36.77
623.25,-36.74
623.3,-36.71
623.35,-36.67
623.4,-36.61
623.45,-36.56
623.5,-36.51
623.55,-36.46
623.6,-36.42
623.65,-36.39
623.7,-36.37
623.75,-36.36
623.8,-36.35
623.85,-36.35
623.9,-36.36
623.95,-36.38
624,-36.4
624.05,-36.43
624.1,-36.47
624.15,-36.52
624.2,-36.57
624.25,-36.62
624.3,-36.66
624.35,-36.69
624.4,-36.72
624.45,-36.74
624.5,-36.75
624.55,-36.75
624.6,-36.75
624.65,-36.74
624.7,-36.72
624.75,-36.7
624.8,-36.66
624.85,-36.62
624.9,-36.58
624.95,-36.52
625,-36.47
625.05,-36.44
625.1,-36.42
625.15,-36.42
625.2,-36.44
625.25,-36.48
625.3,-36.54
625.35,-36.62
625.4,-36.72
625.45,-36.83
625.5,-36.97
625.55,-37.12
625.6,-37.3
625.65,-37.49
625.7,-37.7
625.75,-37.91
625.8,-38.1
625.85,-38.28
625.9,-38.45
625.95,-38.61
626,-38.75
626.05,-38.89
626.1,-39.01
626.15,-39.12
626.2,-39.22
626.25,-39.3
626.3,-39.38
626.35,-39.44
626.4,-39.49
626.45,-39.54
626.5,-39.59
626.55,-39.63
626.6,-39.67
626.65,-39.71
626.7,-39.74
626.75,-39.77
626.8,-39.8
626.85,-39.82
626.9,-39.83
626.95,-39.85
627,-39.85
627.05,-39.86
627.1,-39.86
627.15,-39.86
627.2,-39.85
627.25,-39.85
627.3,-39.84
627.35,-39.84
627.4,-39.84
627.45,-39.85
627.5,-39.87
627.55,-39.88
627.6,-39.91
627.65,-39.94
627.7,-39.97
627.75,-40.01
627.8,-40.05
627.85,-40.1
627.9,-40.15
627.95,-40.21
628,-40.27
628.05,-40.34
628.1,-40.4
628.15,-40.46
628.2,-40.51
628.25,-40.57
628.3,-40.62
628.35,-40.66
628.4,-40.7
628.45,-40.73
628.5,-40.75
628.55,-40.77
628.6,-40.78
628.65,-40.78
628.7,-40.77
628.75,-40.76
628.8,-40.74
628.85,-40.71
628.9,-40.69
628.95,-40.65
629,-40.62
629.05,-40.58
629.1,-40.55
629.15,-40.53
629.2,-40.5
629.25,-40.49
629.3,-40.47
629.35,-40.46
629.4,-40.46
629.45,-40.45
629.5,-40.44
629.55,-40.43
629.6,-40.42
629.65,-40.4
629.7,-40.39
629.75,-40.37
629.8,-40.34
629.85,-40.31
629.9,-40.27
629.95,-40.22
630,-40.18
630.05,-40.12
630.1,-40.06
630.15,-40.01
630.2,-39.96
630.25,-39.92
630.3,-39.88
630.35,-39.85
630.4,-39.82
630.45,-39.8
630.5,-39.79
630.55,-39.78
630.6,-39.78
630.65,-39.78
630.7,-39.78
630.75,-39.79
630.8,-39.81
630.85,-39.82
630.9,-39.83
630.95,-39.84
631,-39.84
631.05,-39.85
631.1,-39.85
631.15,-39.86
631.2,-39.86
631.25,-39.85
631.3,-39.85
631.35,-39.85
631.4,-39.85
631.45,-39.85
631.5,-39.85
631.55,-39.85
631.6,-39.85
631.65,-39.86
631.7,-39.86
631.75,-39.87
631.8,-39.88
631.85,-39.89
631.9,-39.9
631.95,-39.91
632,-39.92
632.05,-39.93
632.1,-39.93
632.15,-39.94
632.2,-39.93
632.25,-39.93
632.3,-39.92
632.35,-39.91
632.4,-39.89
632.45,-39.87
632.5,-39.85
632.55,-39.82
632.6,-39.8
632.65,-39.76
632.7,-39.73
632.75,-39.7
632.8,-39.68
632.85,-39.65
632.9,-39.63
632.95,-39.62
633,-39.61
633.05,-39.6
633.1,-39.59
633.15,-39.59
633.2,-39.59
633.25,-39.59
633.3,-39.59
633.35,-39.61
633.4,-39.63
633.45,-39.65
633.5,-39.69
633.55,-39.72
633.6,-39.77
633.65,-39.82
633.7,-39.88
633.75,-39.94
633.8,-40.01
633.85,-40.09
633.9,-40.17
633.95,-40.26
634,-40.36
634.05,-40.45
634.1,-40.54
634.15,-40.62
634.2,-40.69
634.25,-40.76
634.3,-40.82
634.35,-40.87
634.4,-40.92
634.45,-40.96
634.5,-40.99
634.55,-41.02
634.6,-41.04
634.65,-41.05
634.7,-41.06
634.75,-41.06
634.8,-41.05
634.85,-41.04
634.9,-41.02
634.95,-41.01
635,-40.99
635.05,-40.96
635.1,-40.94
635.15,-40.91
635.2,-40.87
635.25,-40.83
635.3,-40.79
635.35,-40.75
635.4,-40.71
635.45,-40.67
635.5,-40.64
635.55,-40.61
635.6,-40.58
635.65,-40.56
635.7,-40.54
635.75,-40.52
635.8,-40.51
635.85,-40.5
635.9,-40.49
635.95,-40.48
636,-40.48
636.05,-40.48
636.1,-40.47
636.15,-40.46
636.2,-40.45
636.25,-40.44
636.3,-40.42
636.35,-40.4
636.4,-40.38
636.45,-40.35
636.5,-40.32
636.55,-40.29
636.6,-40.26
636.65,-40.22
636.7,-40.18
636.75,-40.15
636.8,-40.12
636.85,-40.09
636.9,-40.07
636.95,-40.04
637,-40.03
637.05,-40.01
637.1,-39.99
637.15,-39.98
637.2,-39.97
637.25,-39.97
637.3,-39.97
637.35,-39.97
637.4,-39.98
637.45,-39.99
637.5,-40
637.55,-40.02
637.6,-40.05
637.65,-40.08
637.7,-40.11
637.75,-40.15
637.8,-40.19
637.85,-40.24
637.9,-40.29
637.95,-40.34
638,-40.4
638.05,-40.46
638.1,-40.51
638.15,-40.56
638.2,-40.6
638.25,-40.64
638.3,-40.67
638.35,-40.7
638.4,-40.73
638.45,-40.75
638.5,-40.77
638.55,-40.78
638.6,-40.79
638.65,-40.79
638.7,-40.79
638.75,-40.79
638.8,-40.78
638.85,-40.78
638.9,-40.77
638.95,-40.77
639,-40.76
639.05,-40.75
639.1,-40.74
639.15,-40.73
639.2,-40.72
639.25,-40.71
639.3,-40.7
639.35,-40.69
639.4,-40.68
639.45,-40.67
639.5,-40.66
639.55,-40.65
639.6,-40.64
639.65,-40.63
639.7,-40.63
639.75,-40.62
639.8,-40.62
639.85,-40.61
639.9,-40.61
639.95,-40.6
640,-40.6
640.05,-40.59
640.1,-40.59
640.15,-40.58
640.2,-40.58
640.25,-40.57
640.3,-40.56
640.35,-40.55
640.4,-40.54
640.45,-40.53
640.5,-40.52
640.55,-40.51
640.6,-40.49
640.65,-40.48
640.7,-40.47
640.75,-40.45
640.8,-40.44
640.85,-40.43
640.9,-40.42
640.95,-40.41
641,-40.41
641.05,-40.4
641.1,-40.39
641.15,-40.39
641.2,-40.38
641.25,-40.38
641.3,-40.37
641.35,-40.36
641.4,-40.35
641.45,-40.33
641.5,-40.31
641.55,-40.29
641.6,-40.26
641.65,-40.23
641.7,-40.19
641.75,-40.15
641.8,-40.11
641.85,-40.07
641.9,-40.02
641.95,-39.97
642,-39.92
642.05,-39.87
642.1,-39.83
642.15,-39.79
642.2,-39.76
642.25,-39.73
642.3,-39.7
642.35,-39.67
642.4,-39.65
642.45,-39.64
642.5,-39.62
642.55,-39.61
642.6,-39.6
642.65,-39.6
642.7,-39.6
642.75,-39.6
642.8,-39.6
642.85,-39.6
642.9,-39.6
642.95,-39.6
643,-39.61
643.05,-39.61
643.1,-39.61
643.15,-39.62
643.2,-39.62
643.25,-39.63
643.3,-39.64
643.35,-39.64
643.4,-39.65
643.45,-39.65
643.5,-39.65
643.55,-39.65
643.6,-39.66
643.65,-39.66
643.7,-39.66
643.75,-39.66
643.8,-39.65
643.85,-39.65
643.9,-39.65
643.95,-39.65
644,-39.65
644.05,-39.66
644.1,-39.67
644.15,-39.68
644.2,-39.69
644.25,-39.7
644.3,-39.72
644.35,-39.74
644.4,-39.76
644.45,-39.79
644.5,-39.81
644.55,-39.84
644.6,-39.87
644.65,-39.89
644.7,-39.91
644.75,-39.93
644.8,-39.95
644.85,-39.96
644.9,-39.98
644.95,-39.99
645,-39.99
645.05,-40
645.1,-40
645.15,-40
645.2,-40
645.25,-40
645.3,-40
645.35,-40
645.4,-40
645.45,-40
645.5,-40
645.55,-40
645.6,-40
645.65,-40
645.7,-40
645.75,-40
645.8,-40.01
645.85,-40.01
645.9,-40.01
645.95,-40.01
646,-40
646.05,-40
646.1,-40
646.15,-40
646.2,-40
646.25,-40
646.3,-40
646.35,-40
646.4,-39.99
646.45,-39.99
646.5,-40
646.55,-40
646.6,-40
646.65,-40
646.7,-40
646.75,-40.01
646.8,-40.01
646.85,-40.01
646.9,-40.01
646.95,-40.02
647,-40.02
647.05,-40.02
647.1,-40.02
647.15,-40.02
647.2,-40.02
647.25,-40.02
647.3,-40.01
647.35,-40
647.4,-39.98
647.45,-39.97
647.5,-39.94
647.55,-39.92
647.6,-39.89
647.65,-39.86
647.7,-39.83
647.75,-39.79
647.8,-39.75
647.85,-39.71
647.9,-39.66
647.95,-39.62
648,-39.58
648.05,-39.54
648.1,-39.51
648.15,-39.48
648.2,-39.45
648.25,-39.43
648.3,-39.41
648.35,-39.39
648.4,-39.37
648.45,-39.36
648.5,-39.35
648.55,-39.34
648.6,-39.34
648.65,-39.34
648.7,-39.33
648.75,-39.33
648.8,-39.32
648.85,-39.32
648.9,-39.32
648.95,-39.31
649,-39.31
649.05,-39.3
649.1,-39.3
649.15,-39.29
649.2,-39.29
649.25,-39.29
649.3,-39.28
649.35,-39.28
649.4,-39.28
649.45,-39.29
649.5,-39.3
649.55,-39.32
649.6,-39.34
649.65,-39.37
649.7,-39.4
649.75,-39.44
649.8,-39.48
649.85,-39.53
649.9,-39.59
649.95,-39.65
650,-39.71
650.05,-39.78
650.1,-39.85
650.15,-39.91
650.2,-39.97
650.25,-40.02
650.3,-40.07
650.35,-40.11
650.4,-40.15
650.45,-40.18
650.5,-40.19
650.55,-40.2
650.6,-40.2
650.65,-40.19
650.7,-40.17
650.75,-40.14
650.8,-40.11
650.85,-40.07
650.9,-40.02
650.95,-39.98
651,-39.93
651.05,-39.87
651.1,-39.82
651.15,-39.77
651.2,-39.72
651.25,-39.68
651.3,-39.64
651.35,-39.6
651.4,-39.57
651.45,-39.55
651.5,-39.54
651.55,-39.53
651.6,-39.54
651.65,-39.55
651.7,-39.57
651.75,-39.59
651.8,-39.63
651.85,-39.67
651.9,-39.71
651.95,-39.76
652,-39.81
652.05,-39.87
652.1,-39.92
652.15,-39.98
652.2,-40.03
652.25,-40.08
652.3,-40.12
652.35,-40.16
652.4,-40.19
652.45,-40.22
652.5,-40.24
652.55,-40.26
652.6,-40.27
652.65,-40.27
652.7,-40.27
652.75,-40.26
652.8,-40.25
652.85,-40.24
652.9,-40.22
652.95,-40.2
653,-40.19
653.05,-40.17
653.1,-40.14
653.15,-40.12
653.2,-40.1
653.25,-40.09
653.3,-40.07
653.35,-40.06
653.4,-40.04
653.45,-40.03
653.5,-40.02
653.55,-40
653.6,-39.98
653.65,-39.96
653.7,-39.94
653.75,-39.91
653.8,-39.88
653.85,-39.85
653.9,-39.81
653.95,-39.78
654,-39.73
654.05,-39.69
654.1,-39.64
654.15,-39.59
654.2,-39.54
654.25,-39.5
654.3,-39.46
654.35,-39.43
654.4,-39.39
654.45,-39.37
654.5,-39.34
654.55,-39.31
654.6,-39.29
654.65,-39.27
654.7,-39.24
654.75,-39.22
654.8,-39.2
654.85,-39.18
654.9,-39.15
654.95,-39.12
655,-39.09
655.05,-39.06
655.1,-39.02
655.15,-38.99
655.2,-38.95
655.25,-38.92
655.3,-38.89
655.35,-38.87
655.4,-38.84
655.45,-38.83
655.5,-38.82
655.55,-38.81
655.6,-38.82
655.65,-38.83
655.7,-38.84
655.75,-38.87
655.8,-38.9
655.85,-38.94
655.9,-38.98
655.95,-39.02
656,-39.07
656.05,-39.12
656.1,-39.17
656.15,-39.23
656.2,-39.27
656.25,-39.32
656.3,-39.36
656.35,-39.4
656.4,-39.45
656.45,-39.5
656.5,-39.55
656.55,-39.6
656.6,-39.66
656.65,-39.72
656.7,-39.79
656.75,-39.85
656.8,-39.92
656.85,-40
656.9,-40.08
656.95,-40.17
657,-40.27
657.05,-40.36
657.1,-40.45
657.15,-40.52
657.2,-40.59
657.25,-40.65
657.3,-40.7
657.35,-40.73
657.4,-40.76
657.45,-40.77
657.5,-40.77
657.55,-40.76
657.6,-40.74
657.65,-40.71
657.7,-40.67
657.75,-40.62
657.8,-40.56
657.85,-40.51
657.9,-40.45
657.95,-40.4
658,-40.35
658.05,-40.32
658.1,-40.29
658.15,-40.27
658.2,-40.27
658.25,-40.27
658.3,-40.29
658.35,-40.31
658.4,-40.35
658.45,-40.39
658.5,-40.45
658.55,-40.51
658.6,-40.59
658.65,-40.66
658.7,-40.75
658.75,-40.82
658.8,-40.9
658.85,-40.96
658.9,-41.02
658.95,-41.05
659,-41.08
659.05,-41.08
659.1,-41.08
659.15,-41.05
659.2,-41.01
659.25,-40.96
659.3,-40.89
659.35,-40.81
659.4,-40.71
659.45,-40.6
659.5,-40.49
659.55,-40.36
659.6,-40.24
659.65,-40.13
659.7,-40.03
659.75,-39.94
659.8,-39.86
659.85,-39.81
659.9,-39.77
659.95,-39.75
660,-39.74
660.05,-39.75
660.1,-39.78
660.15,-39.83
660.2,-39.9
660.25,-39.98
660.3,-40.07
660.35,-40.17
660.4,-40.27
660.45,-40.38
660.5,-40.49
660.55,-40.58
660.6,-40.67
660.65,-40.75
660.7,-40.81
660.75,-40.86
660.8,-40.89
660.85,-40.9
660.9,-40.9
660.95,-40.89
661,-40.86
661.05,-40.81
661.1,-40.75
661.15,-40.68
661.2,-40.59
661.25,-40.5
661.3,-40.4
661.35,-40.3
661.4,-40.21
661.45,-40.12
661.5,-40.04
661.55,-39.98
661.6,-39.91
661.65,-39.86
661.7,-39.82
661.75,-39.78
661.8,-39.75
661.85,-39.73
661.9,-39.72
661.95,-39.71
662,-39.71
662.05,-39.72
662.1,-39.73
662.15,-39.74
662.2,-39.75
662.25,-39.76
662.3,-39.77
662.35,-39.78
662.4,-39.79
662.45,-39.79
662.5,-39.8
662.55,-39.81
662.6,-39.82
662.65,-39.83
662.7,-39.84
662.75,-39.85
662.8,-39.86
662.85,-39.88
662.9,-39.89
662.95,-39.9
663,-39.92
663.05,-39.93
663.1,-39.95
663.15,-39.96
663.2,-39.98
663.25,-39.99
663.3,-40.01
663.35,-40.04
663.4,-40.08
663.45,-40.12
663.5,-40.16
663.55,-40.22
663.6,-40.28
663.65,-40.34
663.7,-40.41
663.75,-40.49
663.8,-40.57
663.85,-40.66
663.9,-40.75
663.95,-40.85
664,-40.94
664.05,-41.02
664.1,-41.09
664.15,-41.16
664.2,-41.21
664.25,-41.27
664.3,-41.31
664.35,-41.34
664.4,-41.37
664.45,-41.39
664.5,-41.4
664.55,-41.41
664.6,-41.41
664.65,-41.4
664.7,-41.39
664.75,-41.38
664.8,-41.38
664.85,-41.37
664.9,-41.35
664.95,-41.34
665,-41.32
665.05,-41.3
665.1,-41.28
665.15,-41.25
665.2,-41.22
665.25,-41.18
665.3,-41.15
665.35,-41.11
665.4,-41.06
665.45,-41.02
665.5,-40.97
665.55,-40.92
665.6,-40.88
665.65,-40.84
665.7,-40.8
665.75,-40.76
665.8,-40.73
665.85,-40.7
665.9,-40.67
665.95,-40.65
666,-40.63
666.05,-40.61
666.1,-40.59
666.15,-40.58
666.2,-40.56
666.25,-40.55
666.3,-40.54
666.35,-40.52
666.4,-40.51
666.45,-40.5
666.5,-40.49
666.55,-40.47
666.6,-40.46
666.65,-40.45
666.7,-40.44
666.75,-40.43
666.8,-40.43
666.85,-40.42
666.9,-40.41
666.95,-40.4
667,-40.39
667.05,-40.39
667.1,-40.38
667.15,-40.37
667.2,-40.36
667.25,-40.36
667.3,-40.35
667.35,-40.34
667.4,-40.34
667.45,-40.33
667.5,-40.33
667.55,-40.32
667.6,-40.32
667.65,-40.32
667.7,-40.31
667.75,-40.31
667.8,-40.31
667.85,-40.31
667.9,-40.31
667.95,-40.3
668,-40.3
668.05,-40.3
668.1,-40.3
668.15,-40.29
668.2,-40.27
668.25,-40.25
668.3,-40.23
668.35,-40.2
668.4,-40.16
668.45,-40.12
668.5,-40.07
668.55,-40.02
668.6,-39.97
668.65,-39.91
668.7,-39.84
668.75,-39.77
668.8,-39.7
668.85,-39.64
668.9,-39.57
668.95,-39.5
669,-39.43
669.05,-39.36
669.1,-39.29
669.15,-39.22
669.2,-39.15
669.25,-39.08
669.3,-39.01
669.35,-38.94
669.4,-38.86
669.45,-38.79
669.5,-38.71
669.55,-38.65
669.6,-38.6
669.65,-38.56
669.7,-38.55
669.75,-38.54
669.8,-38.56
669.85,-38.59
669.9,-38.64
669.95,-38.7
670,-38.79
670.05,-38.88
670.1,-39
670.15,-39.13
670.2,-39.28
670.25,-39.42
670.3,-39.56
670.35,-39.69
670.4,-39.82
670.45,-39.93
670.5,-40.04
670.55,-40.14
670.6,-40.23
670.65,-40.32
670.7,-40.39
670.75,-40.46
670.8,-40.53
670.85,-40.59
670.9,-40.63
670.95,-40.67
671,-40.72
671.05,-40.76
671.1,-40.8
671.15,-40.84
671.2,-40.87
671.25,-40.91
671.3,-40.95
671.35,-40.98
671.4,-41
671.45,-41.02
671.5,-41.03
671.55,-41.03
671.6,-41.01
671.65,-41
671.7,-40.97
671.75,-40.94
671.8,-40.9
671.85,-40.85
671.9,-40.79
671.95,-40.73
672,-40.65
672.05,-40.57
672.1,-40.48
672.15,-40.4
672.2,-40.32
672.25,-40.23
672.3,-40.15
672.35,-40.07
672.4,-40
672.45,-39.92
672.5,-39.84
672.55,-39.77
672.6,-39.69
672.65,-39.62
672.7,-39.56
672.75,-39.51
672.8,-39.46
672.85,-39.41
672.9,-39.37
672.95,-39.33
673,-39.29
673.05,-39.26
673.1,-39.23
673.15,-39.2
673.2,-39.18
673.25,-39.16
673.3,-39.15
673.35,-39.15
673.4,-39.14
673.45,-39.14
673.5,-39.14
673.55,-39.14
673.6,-39.15
673.65,-39.15
673.7,-39.16
673.75,-39.17
673.8,-39.18
673.85,-39.18
673.9,-39.19
673.95,-39.18
674,-39.17
674.05,-39.16
674.1,-39.14
674.15,-39.12
674.2,-39.09
674.25,-39.06
674.3,-39.02
674.35,-38.97
674.4,-38.92
674.45,-38.87
674.5,-38.81
674.55,-38.76
674.6,-38.71
674.65,-38.66
674.7,-38.62
674.75,-38.57
674.8,-38.53
674.85,-38.5
674.9,-38.46
674.95,-38.43
675,-38.4
675.05,-38.37
675.1,-38.35
675.15,-38.32
675.2,-38.3
675.25,-38.27
675.3,-38.24
675.35,-38.22
675.4,-38.19
675.45,-38.16
675.5,-38.14
675.55,-38.13
675.6,-38.12
675.65,-38.12
675.7,-38.13
675.75,-38.16
675.8,-38.19
675.85,-38.23
675.9,-38.27
675.95,-38.33
676,-38.41
676.05,-38.51
676.1,-38.64
676.15,-38.78
676.2,-38.93
676.25,-39.08
676.3,-39.24
676.35,-39.4
676.4,-39.57
676.45,-39.75
676.5,-39.93
676.55,-40.11
676.6,-40.29
676.65,-40.47
676.7,-40.63
676.75,-40.77
676.8,-40.89
676.85,-40.99
676.9,-41.06
676.95,-41.11
677,-41.12
677.05,-41.11
677.1,-41.06
677.15,-40.99
677.2,-40.88
677.25,-40.76
677.3,-40.6
677.35,-40.42
677.4,-40.22
677.45,-39.99
677.5,-39.74
677.55,-39.46
677.6,-39.17
677.65,-38.88
677.7,-38.6
677.75,-38.33
677.8,-38.07
677.85,-37.82
677.9,-37.57
677.95,-37.33
678,-37.11
678.05,-36.89
678.1,-36.7
678.15,-36.55
678.2,-36.42
678.25,-36.33
678.3,-36.26
678.35,-36.21
678.4,-36.2
678.45,-36.21
678.5,-36.27
678.55,-36.36
678.6,-36.48
678.65,-36.62
678.7,-36.8
678.75,-37
678.8,-37.21
678.85,-37.45
678.9,-37.71
678.95,-37.99
679,-38.3
679.05,-38.62
679.1,-38.93
679.15,-39.22
679.2,-39.49
679.25,-39.74
679.3,-39.97
679.35,-40.18
679.4,-40.37
679.45,-40.54
679.5,-40.69
679.55,-40.82
679.6,-40.91
679.65,-40.98
679.7,-41.01
679.75,-41.02
679.8,-41.01
679.85,-40.99
679.9,-40.96
679.95,-40.93
680,-40.89
680.05,-40.85
680.1,-40.81
680.15,-40.77
680.2,-40.72
680.25,-40.67
680.3,-40.62
680.35,-40.58
680.4,-40.53
680.45,-40.48
680.5,-40.43
680.55,-40.38
680.6,-40.32
680.65,-40.25
680.7,-40.17
680.75,-40.07
680.8,-39.95
680.85,-39.83
680.9,-39.7
680.95,-39.57
681,-39.42
681.05,-39.27
681.1,-39.1
681.15,-38.92
681.2,-38.72
681.25,-38.52
681.3,-38.32
681.35,-38.13
681.4,-37.95
681.45,-37.77
681.5,-37.6
681.55,-37.44
681.6,-37.29
681.65,-37.15
681.7,-37.02
681.75,-36.91
681.8,-36.82
681.85,-36.76
681.9,-36.72
681.95,-36.7
682,-36.7
682.05,-36.72
682.1,-36.74
682.15,-36.79
682.2,-36.84
682.25,-36.91
682.3,-36.97
682.35,-37.03
682.4,-37.1
682.45,-37.16
682.5,-37.22
682.55,-37.28
682.6,-37.35
682.65,-37.41
682.7,-37.48
682.75,-37.55
682.8,-37.61
682.85,-37.68
682.9,-37.75
682.95,-37.82
683,-37.91
683.05,-37.99
683.1,-38.09
683.15,-38.19
683.2,-38.28
683.25,-38.37
683.3,-38.45
683.35,-38.52
683.4,-38.57
683.45,-38.61
683.5,-38.63
683.55,-38.64
683.6,-38.64
683.65,-38.62
683.7,-38.59
683.75,-38.54
683.8,-38.48
683.85,-38.4
683.9,-38.31
683.95,-38.21
684,-38.1
684.05,-37.99
684.1,-37.89
684.15,-37.79
684.2,-37.69
684.25,-37.61
684.3,-37.53
684.35,-37.46
684.4,-37.39
684.45,-37.34
684.5,-37.3
684.55,-37.27
684.6,-37.25
684.65,-37.25
684.7,-37.27
684.75,-37.29
684.8,-37.32
684.85,-37.36
684.9,-37.41
684.95,-37.45
685,-37.49
685.05,-37.53
685.1,-37.58
685.15,-37.62
685.2,-37.67
685.25,-37.71
685.3,-37.74
685.35,-37.77
685.4,-37.8
685.45,-37.81
685.5,-37.82
685.55,-37.81
685.6,-37.81
685.65,-37.8
685.7,-37.78
685.75,-37.76
685.8,-37.73
685.85,-37.69
685.9,-37.64
685.95,-37.59
686,-37.53
686.05,-37.46
686.1,-37.39
686.15,-37.33
686.2,-37.27
686.25,-37.21
686.3,-37.16
686.35,-37.12
686.4,-37.08
686.45,-37.04
686.5,-37.02
686.55,-37
686.6,-37
686.65,-37
686.7,-37
686.75,-37.02
686.8,-37.04
686.85,-37.05
686.9,-37.06
686.95,-37.07
687,-37.07
687.05,-37.07
687.1,-37.07
687.15,-37.05
687.2,-37.04
687.25,-37.02
687.3,-37.01
687.35,-36.99
687.4,-36.98
687.45,-36.97
687.5,-36.96
687.55,-36.95
687.6,-36.95
687.65,-36.96
687.7,-36.97
687.75,-36.99
687.8,-37.01
687.85,-37.04
687.9,-37.07
687.95,-37.1
688,-37.13
688.05,-37.16
688.1,-37.2
688.15,-37.23
688.2,-37.27
688.25,-37.3
688.3,-37.34
688.35,-37.38
688.4,-37.42
688.45,-37.46
688.5,-37.51
688.55,-37.56
688.6,-37.61
688.65,-37.66
688.7,-37.7
688.75,-37.73
688.8,-37.74
688.85,-37.74
688.9,-37.72
688.95,-37.69
689,-37.64
689.05,-37.59
689.1,-37.51
689.15,-37.43
689.2,-37.33
689.25,-37.22
689.3,-37.09
689.35,-36.96
689.4,-36.84
689.45,-36.74
689.5,-36.66
689.55,-36.58
689.6,-36.53
689.65,-36.49
689.7,-36.46
689.75,-36.45
689.8,-36.45
689.85,-36.46
689.9,-36.49
689.95,-36.52
690,-36.57
690.05,-36.63
690.1,-36.67
690.15,-36.7
690.2,-36.72
690.25,-36.72
690.3,-36.71
690.35,-36.68
690.4,-36.65
690.45,-36.61
690.5,-36.57
690.55,-36.52
690.6,-36.46
690.65,-36.4
690.7,-36.33
